Transaction Date,Post Date,Description,Amount,Category,Account
05/11/2024,05/11/2024,"UNCLE BUCKS AT BIG CEDAR  
 Pay over time",111.02,spend,chase travel
05/11/2024,05/11/2024,"RHR RENAISSANCE DALLAS  
 Pay over time",466.46,travel,chase travel
05/11/2024,05/11/2024,FUN MOUNTAIN,50.00,spend,chase travel
05/11/2024,05/11/2024,RHR RENAISSANCE DALLAS,12.83,spend,chase travel
05/11/2024,05/11/2024,RHR RENAISSANCE DALLAS,54.52,recurring,chase travel
05/11/2024,05/11/2024,HOTEL EMMA FOOD AND BE,14.45,spend,chase travel
05/11/2024,05/11/2024,TST* WONDERSLICE,8.04,spend,chase travel
05/11/2024,05/11/2024,BUC-EE'S #35,42.48,travel,chase travel
05/11/2024,05/11/2024,BUC-EE'S #35,50.59,spend,chase travel
05/11/2024,05/11/2024,"GUNN HONDA  
 Pay over time",437.54,reimburseable,chase travel
05/21/2024,05/21/2024,"H-E-B ONLINE #108  
 Pay Over Time eligible",171.62,groceries,chase travel
05/21/2024,05/21/2024,GOOGLE *A Medium Corp,5.40,recurring,chase travel
05/20/2024,05/20/2024,CIRCLE K #2741084,75.00,gas,chase travel
05/22/2024,05/22/2024,PAYPAL *GRUBHUBFOOD SINGH,20.32,spend,chase travel
05/21/2024,05/21/2024,SAN ANTONIO ZOO,12.00,spend,chase travel
05/23/2024,05/23/2024,DOUBLE DAVES PIZZAWORKS,18.76,spend,chase travel
05/23/2024,05/23/2024,H-E-B #793,59.45,groceries,chase travel
05/12/2024,05/12/2024,APPLE.COM/BILL,9.99,recurring,chase travel
05/20/2024,05/20/2024,AMZN Mktp US*VH53Z7SC3,10.81,spend,chase travel
,,,,,chase travel
,,,,,chase travel
,,,,,chase travel
,,,,,chase travel
05/20/2024,05/20/2024,CIRCLE K #2741084,8.58,spend,chase travel
05/20/2024,05/20/2024,"PP*ZOLA.COM ZOLACOM  
 Pay Over Time eligible",205.00,gifts,chase travel
05/19/2024,05/19/2024,"BANANAREPUBLIC US 3160  
 Pay Over Time eligible",129.89,spend,chase travel
05/19/2024,05/19/2024,TARGET 00013540,23.79,spend,chase travel
05/19/2024,05/19/2024,TARGET 00013540,4.32,spend,chase travel
05/19/2024,05/19/2024,SHIPLEY DO-NUTS - FC4600,11.26,spend,chase travel
05/19/2024,05/19/2024,EXPRESS#0654,-95.26,spend,chase travel
05/18/2024,05/18/2024,TRIPLOIS,12.64,spend,chase travel
05/18/2024,05/18/2024,OCHO LOUNGE,15.11,spend,chase travel
05/18/2024,05/18/2024,NORDSTROM #0732,-258.72,spend,chase travel
05/18/2024,05/18/2024,WHATABURGER 1008,12.98,spend,chase travel
05/18/2024,05/18/2024,"EXPRESS#0654  
 Pay Over Time eligible",190.52,spend,chase travel
05/17/2024,05/17/2024,LAZ PARKING ECOMMERCE,11.30,spend,chase travel
05/17/2024,05/17/2024,GOOGLE *FI TNQQ9z,84.01,recurring,chase travel
05/17/2024,05/17/2024,LADDERLIFE INSURANCE,72.28,recurring,chase travel
05/17/2024,05/17/2024,"TM *GRUPO FRONTERA  
 Pay Over Time eligible",1341.04,reimburseable,chase travel
05/16/2024,05/16/2024,PAYPAL *GRUBHUBFOOD PRESS,0.43,spend,chase travel
05/16/2024,05/16/2024,PAYPAL *GRUBHUBFOOD PANDA,8.25,spend,chase travel
05/26/2024,05/26/2024,PAYPAL *DISNEY PLUS,15.11,recurring,chase travel
05/26/2024,05/26/2024,STARBUCKS 800-782-7282,10.00,spend,chase travel
05/25/2024,05/25/2024,"SMART BARRE ALAMO HEI  
 Pay Over Time eligible",189.00,recurring,chase travel
05/28/2024,05/28/2024,H-E-B #621,74.13,groceries,chase travel
05/28/2024,05/28/2024,PAYPAL *NETFLIX.COM,24.89,recurring,chase travel
05/27/2024,05/27/2024,GOOGLE *CBS Mobile App,12.98,recurring,chase travel
05/27/2024,05/27/2024,CIRCLE K #2741058,75.00,gas,chase travel
05/27/2024,05/27/2024,VOLARE ITALIAN RESTAU,118.10,spend,chase travel
05/27/2024,05/27/2024,SP WITTE MUSEUMSTORE,8.29,spend,chase travel
05/27/2024,05/27/2024,THE WITTE MUSEUM,36.00,spend,chase travel
05/26/2024,05/26/2024,AMC 0751 BOERNE 11,11.46,spend,chase travel
05/26/2024,05/26/2024,AMC 0751 BOERNE 11,33.04,spend,chase travel
05/26/2024,05/26/2024,"Whole Foods VND 10444  
 Pay Over Time eligible",221.45,groceries,chase travel
05/27/2024,05/27/2024,Amazon.com,12.65,spend,chase travel
05/28/2024,05/28/2024,CIRCLE K #2741058,7.78,spend,chase travel
05/28/2024,05/28/2024,STARBUCKS STORE 06208,4.95,spend,chase travel
06/01/2024,06/01/2024,GOOGLE *YouTube TV,79.01,recurring,chase travel
06/01/2024,06/01/2024,GOOGLE *CLOUD w7SMFw,0.05,recurring,chase travel
06/01/2024,06/01/2024,INFERNOS BOERNE LLC,48.20,spend,chase travel
06/03/2024,06/03/2024,Audible,16.18,recurring,amazon
06/03/2024,06/03/2024,OPENAI *CHATGPT SUBSCR,21.28,recurring,chase everyday
06/05/2024,06/05/2024,"GVTC  
 Pay Over Time eligible",102.32,recurring,chase travel
06/05/2024,06/05/2024,GOOGLE *Ad Hoc Labs,5.40,recurring,chase travel
06/07/2024,06/07/2024,Spotify USA,18.39,recurring,chase everyday
06/07/2024,06/07/2024,TST* BOX ST. SOCIAL - LA,104.26,spend,chase travel
06/07/2024,06/07/2024,Ford Of Boerne - MOTO,130.34,spend,chase travel
06/06/2024,06/06/2024,CIRCLE K #2741058,35.10,gas,chase travel
06/06/2024,06/06/2024,CIRCLE K #2741058,73.40,gas,chase travel
06/06/2024,06/06/2024,TST* REVOLUCION THE RIM,7.05,spend,chase travel
06/05/2024,06/05/2024,WHATABURGER 844,14.05,spend,chase travel
,,,,,
05/31/2024,05/31/2024,WWW.GOPASH* PASHA MEDI,22.15,spend,chase travel
05/31/2024,05/31/2024,4 SEASONS YOGURT - OLD,9.01,spend,chase travel
05/31/2024,05/31/2024,SQ *MERIT SHAVANO PARK,11.75,spend,chase travel
05/30/2024,05/30/2024,CIRCLE K #2741058,11.02,spend,chase travel
05/30/2024,05/30/2024,TXTAG 888 468 9824,3.09,travel,chase travel
05/30/2024,05/30/2024,NTTA ONLINE,27.32,travel,chase travel
05/29/2024,05/29/2024,GOOGLE *YouTubePremium,24.89,recurring,chase travel
05/29/2024,05/29/2024,APPLE.COM/BILL,97.41,recurring,chase everyday
05/28/2024,05/28/2024,RAPID EXPRESS CAR WASH -,22.00,recurring,chase everyday
06/01/2024,06/01/2024,Prime Video Channels,5.40,spend,amazon
06/01/2024,06/01/2024,AMZN Mktp US,21.31,spend,amazon
06/01/2024,06/01/2024,Amazon.com,122.54,spend,amazon
06/03/2024,06/03/2024,3959 GREAT CLIPS AT LEMON,88.95,spend,chase travel
06/02/2024,06/02/2024,AMERICAN AIRLINES,1095.92,travel,chase travel
06/02/2024,06/02/2024,H-E-B #621,205.60,groceries,chase travel
06/02/2024,06/02/2024,TST* ROCA AND MARTILLO,109.43,spend,chase travel
06/02/2024,06/02/2024,THE BREAKERS HOTEL,985.00,travel,chase travel
06/02/2024,06/02/2024,SQ *BAKERY LORRAINE AT,11.37,spend,chase travel
06/01/2024,06/01/2024,PAYPAL *GRUBHUBFOOD MI,20.52,spend,chase travel
06/02/2024,06/02/2024,SOUTHWES,1335.96,travel,southwest
06/04/2024,06/04/2024,KIDS EMPIRE PARK NORTH,49.58,spend,chase travel
06/03/2024,06/03/2024,CIRCLE K #2741058,3.79,groceries,chase travel
06/09/2024,06/09/2024,SHIPLEY DO-NUTS - FC4600,14.36,spend,chase travel
06/09/2024,06/09/2024,FSP*FLEET FEET QUARRY,37.89,spend,chase travel
06/09/2024,06/09/2024,SQ *VIVA LA CALLE,18.46,spend,chase travel
06/09/2024,06/09/2024,SQ *ROOTED BLISS @ FARMER,12.00,spend,chase travel
06/08/2024,06/08/2024,THE BREAKERS HOTEL,-985.00,travel,chase travel
06/08/2024,06/08/2024,CIRCLE K #2740095,3.09,spend,chase travel
06/08/2024,06/08/2024,COSA - SAT AIRPORT PARKIN,5.00,travel,chase travel
06/08/2024,06/08/2024,SA CHILDRENS MUSEU,9.00,spend,chase travel
06/08/2024,06/08/2024,SQ *LA PANADERIA,54.28,spend,chase travel
06/08/2024,06/08/2024,SQ *LA PANADERIA,3.20,spend,chase travel
06/08/2024,06/08/2024,SQ *BAKERY LORRAINE AT TH,28.85,spend,chase travel
06/08/2024,06/08/2024,PEI WEI - 0112 BANDERA OA,43.33,spend,chase travel
06/12/2024,06/12/2024,APPLE.COM/BILL,9.99,recurring,chase everyday
06/09/2024,06/09/2024,Whole Foods QRY 10075,42.30,spend,amazon
06/09/2024,06/09/2024,"Whole Foods QRY 10075  
 Pay Over Time eligible",140.78,groceries,amazon
06/11/2024,06/11/2024,AMERICAN AIR0010653174189,19.82,travel,chase travel
06/11/2024,06/11/2024,COSA - SAT AIRPORT PARKIN,3.00,spend,chase travel
06/11/2024,06/11/2024,AMERICAN AIR0010653174186,19.82,travel,chase travel
06/11/2024,06/11/2024,AMERICAN AIR0010653174187,13.86,travel,chase travel
06/11/2024,06/11/2024,AMERICAN AIR0010653174188,19.82,travel,chase travel
06/11/2024,06/11/2024,"AMERICAN AIR0012149131303  
 Pay Over Time eligible",239.96,travel,chase travel
06/11/2024,06/11/2024,AQUATICA-FRONT GATE,194.84,travel,chase travel
06/11/2024,06/11/2024,CHICK-FIL-A #01899,36.00,spend,chase travel
06/11/2024,06/11/2024,STARBUCKS 800-782-7282,10.00,spend,chase travel
06/11/2024,06/11/2024,H-E-B ONLINE #108,158.31,groceries,chase travel
06/11/2024,06/11/2024,AMERICAN AIRLI AA ABCDEF,70.00,travel,chase travel
06/11/2024,06/11/2024,PAYPAL *GRUBHUBFOOD ZS,28.18,spend,chase travel
06/13/2024,06/13/2024,SP THURSDAY BOOT COM,142.54,spend,chase travel
06/13/2024,06/13/2024,WHATABURGER 844,32.76,spend,chase travel
06/13/2024,06/13/2024,HIATUS SPA PLUS RETREAT,89.00,recurring,chase travel
06/13/2024,06/13/2024,CIRCLE K #2741058,7.03,spend,chase travel
06/16/2024,06/16/2024,SQ *CAR-VEL SKATE CENTER,20.00,spend,chase travel
06/15/2024,06/15/2024,SWEETGREEN QUARRY VILL,3.34,spend,chase travel
06/15/2024,06/15/2024,SANTIKOS PALLADIUM,14.61,spend,chase travel
06/15/2024,06/15/2024,FULL BELLY OP,42.98,spend,chase travel
06/15/2024,06/15/2024,CIRCLE K #2741058,5.95,spend,chase travel
06/15/2024,06/15/2024,SANTIKOS PALLADIUM-BAR,13.04,spend,chase travel
06/15/2024,06/15/2024,"AIRBNB HM4EHFRKN2  
 Pay Over Time eligible",4274.31,travel,chase travel
06/14/2024,06/14/2024,ARROWS ACTIVE PLAY PARK,35.33,spend,chase travel
06/14/2024,06/14/2024,HIATUS SPA PLUS RETREAT,30.00,spend,chase travel
06/15/2024,06/15/2024,AMAZON MKTPL*SU8IT6NN3,53.02,spend,amazon
06/19/2024,06/19/2024,SA BOTANICAL GARD,4.50,spend,chase travel
06/19/2024,06/19/2024,WOO RI TEAHOUSE,48.02,spend,chase travel
06/18/2024,06/18/2024,THE HOME DEPOT 6556,17.63,spend,chase travel
06/18/2024,06/18/2024,KCA HEATING AND COOLING,69.00,spend,chase travel
06/18/2024,06/18/2024,TACO CABANA 20247,17.19,spend,chase travel
06/18/2024,06/18/2024,"H-E-B ONLINE #108  
 Pay Over Time eligible",341.17,groceries,chase travel
06/18/2024,06/18/2024,"PRICELN*AVIS RENT A CA  
 Pay Over Time eligible",812.69,travel,chase travel
06/17/2024,06/17/2024,CIRCLE K #2741058,3.79,spend,chase travel
06/17/2024,06/17/2024,LADDERLIFE INSURANCE,72.28,recurring,chase travel
06/17/2024,06/17/2024,TST* NOTHING BUNDT CAKES,62.87,gifts,chase travel
06/17/2024,06/17/2024,GOOGLE *FI 9GF6zM,84.01,recurring,chase travel
06/16/2024,06/16/2024,ALASKA AIR,48.00,travel,chase travel
06/16/2024,06/16/2024,ALASKA AIR,48.00,travel,chase travel
06/16/2024,06/16/2024,ALASKA AIR,48.00,travel,chase travel
06/16/2024,06/16/2024,ALASKA AIR,48.00,travel,chase travel
06/16/2024,06/16/2024,"ALASKA AIR 0272373447268  
 Plan details available",1046.19,travel,chase travel
06/16/2024,06/16/2024,"ALASKA AIR 0272373447267  
 Plan details available",1046.19,travel,chase travel
06/16/2024,06/16/2024,"ALASKA AIR 0272373447266  
 Plan details available",1046.19,travel,chase travel
06/16/2024,06/16/2024,"ALASKA AIR 0272373447265  
 Plan details available",1046.19,travel,chase travel
07/06/2024,07/06/2024,LAZ PARKING ECOMMERCE,23.90,spend,chase travel
07/06/2024,07/06/2024,SQ *WOODS COFFEE - MERIDI,15.05,spend,chase travel
07/06/2024,07/06/2024,PHO BAC SUP SHOP,81.58,spend,chase travel
07/06/2024,07/06/2024,SQ *CERES ROASTING COMPAN,22.00,spend,chase travel
07/06/2024,07/06/2024,Pacific Science Center,98.10,spend,chase travel
07/05/2024,07/05/2024,CITY OF BELLINGHAM PARKIN,3.25,spend,chase travel
07/05/2024,07/05/2024,SQ *SPARK MUSEUM,32.00,spend,chase travel
07/05/2024,07/05/2024,CITY OF BELLINGHAM PARKIN,3.25,spend,chase travel
07/05/2024,07/05/2024,COFY #2,10.20,spend,chase travel
07/05/2024,07/05/2024,COFY #2,35.26,spend,chase travel
07/05/2024,07/05/2024,GVTC,65.32,recurring,chase travel
07/05/2024,07/05/2024,GOOGLE *Ad Hoc Labs,5.40,recurring,chase travel
07/05/2024,07/05/2024,CITY OF BELLINGHAM PARKIN,1.75,spend,chase travel
07/05/2024,07/05/2024,"TST* BAR CICOTTI  
 Pay Over Time eligible",157.33,spend,chase travel
07/04/2024,07/04/2024,SQ *MIX MASALA,25.12,spend,chase travel
07/04/2024,07/04/2024,EASY PARK - PAYBYPHONE,5.05,spend,chase travel
,,,,,
07/04/2024,07/04/2024,TST* STORIA CUCINA,82.39,spend,chase travel
07/03/2024,07/03/2024,IMPARK00010610U,6.59,spend,chase travel
07/03/2024,07/03/2024,STARBUCKS 25398,4.38,spend,chase travel
07/03/2024,07/03/2024,BAKERVIEW SHELL,4.52,spend,chase travel
07/03/2024,07/03/2024,SCIENCE WORLD - ADMISS,89.91,spend,chase travel
07/03/2024,07/03/2024,PILOT 583,6.74,spend,chase travel
07/03/2024,07/03/2024,TRIPLE O'S #202,38.79,spend,chase travel
07/03/2024,07/03/2024,TRIPLE O'S #202,5.22,spend,chase travel
07/03/2024,07/03/2024,EASY PARK - PAYBYPHONE,6.95,spend,chase travel
07/03/2024,07/03/2024,SQ *ELYSIAN COFFEE - BURR,28.12,spend,chase travel
07/03/2024,07/03/2024,PILOT_00583,46.50,gas,chase travel
07/03/2024,07/03/2024,SHERATON WALL CTR FB,10.10,spend,chase travel
07/03/2024,07/03/2024,SHERATON WALL CTR FB,24.24,spend,chase travel
07/03/2024,07/03/2024,SQ *MO'S HOT DOGS PLUS,12.29,spend,chase travel
07/03/2024,07/03/2024,"CAPILANO SUS BR WEB  
 Pay Over Time eligible",110.61,travel,chase travel
07/02/2024,07/02/2024,SHERATON,39.24,spend,chase travel
07/02/2024,07/02/2024,IGA 1070,27.86,spend,chase travel
07/02/2024,07/02/2024,"PRICELN*SHERATON VANCO  
 Pay Over Time eligible",320.84,travel,chase travel
07/02/2024,07/02/2024,WHOLE FOODS MARKET,12.72,groceries,chase travel
07/02/2024,07/02/2024,VR FUNTASTIC WORLD - MAI,9.07,spend,chase travel
07/02/2024,07/02/2024,CAPILANO SUS BR RETAIL,33.05,spend,chase travel
07/02/2024,07/02/2024,SHIZENYA RESTAURANT,83.59,spend,chase travel
07/02/2024,07/02/2024,PARKING PGH PBP,1.65,spend,chase travel
07/02/2024,07/02/2024,PARKING PGH PBP,3.15,spend,chase travel
07/02/2024,07/02/2024,SQ *WOODS COFFEE - MERIDI,44.18,spend,chase travel
07/02/2024,07/02/2024,PAYPAL *GRUBHUBFOOD PANDA,9.40,spend,chase travel
07/01/2024,07/01/2024,VILLAGE BOOKS AND PAPER,26.14,spend,chase travel
07/01/2024,07/01/2024,CITY OF BELLINGHAM PARKIN,1.00,spend,chase travel
07/01/2024,07/01/2024,CITY OF BELLINGHAM PARKIN,3.25,spend,chase travel
07/01/2024,07/01/2024,LARRABEE,10.00,spend,chase travel
07/01/2024,07/01/2024,LS BAY TO BAKER TRADI,41.42,spend,chase travel
07/01/2024,07/01/2024,SQ *ACME VALLEY ICE CREAM,23.79,spend,chase travel
07/01/2024,07/01/2024,SP MINTEDMETHODSHOP,38.16,spend,chase travel
07/01/2024,07/01/2024,SQ *MAKEWORTH COFFEE ROAS,47.65,spend,chase travel
07/01/2024,07/01/2024,FAIRHAVEN TOY GARDEN,27.22,spend,chase travel
07/01/2024,07/01/2024,GOOGLE *YouTube TV,79.01,recurring,chase travel
07/01/2024,07/01/2024,GOOGLE *CLOUD SWPTxW,0.05,spend,chase travel
06/30/2024,06/30/2024,HAGGEN 3460,24.21,groceries,chase travel
06/30/2024,06/30/2024,TST* LITTLE CHEERFUL CAFE,76.30,spend,chase travel
06/30/2024,06/30/2024,CRESSWELL BOGGS,43.52,spend,chase travel
06/30/2024,06/30/2024,SQ *WOODS COFFEE - BARKLE,25.70,spend,chase travel
06/30/2024,06/30/2024,WHOLEFDS BLW#10637,3.82,groceries,amazon
06/30/2024,06/30/2024,PAYPAL *UBER,4.85,reimburseable,chase travel
06/29/2024,06/29/2024,ALASKA AIR,35.00,travel,chase travel
06/29/2024,06/29/2024,ALASKA AIR,35.00,travel,chase travel
06/29/2024,06/29/2024,SAT MERIT COFFEE,19.32,spend,chase travel
06/29/2024,06/29/2024,PAYPAL *NETFLIX.COM,24.89,recurring,chase travel
06/29/2024,06/29/2024,PAYPAL *GRUBHUBFOOD MINGS,87.65,spend,chase travel
06/29/2024,06/29/2024,PAYPAL *UBER,17.93,spend,chase travel
06/29/2024,06/29/2024,PAYPAL *UBER,5.00,spend,chase travel
06/29/2024,06/29/2024,GOOGLE *YouTubePremium,24.89,recurring,chase travel
06/29/2024,06/29/2024,"ParkWhiz, Inc.",6.35,spend,chase travel
06/28/2024,06/28/2024,ENTERPRISE RENT-A-CAR,27.61,spend,chase travel
06/28/2024,06/28/2024,NEWSEXPRESSST2555,5.29,spend,chase travel
06/28/2024,06/28/2024,"EVOLVE BY HUD ST2324  
 Pay Over Time eligible",447.81,reimburseable,chase travel
06/28/2024,06/28/2024,PAYPAL *UBER,8.18,spend,chase travel
06/28/2024,06/28/2024,"CALIBER COLLISION 0567  
 Pay Over Time eligible",500.00,reimburseable,chase travel
06/28/2024,06/28/2024,7-ELEVEN 39226,9.99,spend,chase travel
06/28/2024,06/28/2024,PAYPAL *UBER,40.90,spend,chase travel
06/28/2024,06/28/2024,GOOGLE *CBS Mobile App,12.98,recurring,chase travel
06/28/2024,06/28/2024,PAYPAL *UBER,24.27,reimburseable,chase travel
06/27/2024,06/27/2024,MTA*NYCT PAYGO,2.90,spend,chase travel
06/27/2024,06/27/2024,PAYPAL *UBER,4.39,reimburseable,chase travel
06/27/2024,06/27/2024,H-E-B #793,32.63,groceries,chase travel
06/27/2024,06/27/2024,PAYPAL *UBER,21.99,reimburseable,chase travel
06/27/2024,06/27/2024,MTA*NYCT PAYGO,2.90,spend,chase travel
06/26/2024,06/26/2024,LT HOSPITALITY FOOD AN,6.44,spend,chase travel
06/26/2024,06/26/2024,MTA*NYCT PAYGO,2.90,spend,chase travel
06/26/2024,06/26/2024,NYC TAXI 1246 12460010,23.25,spend,chase travel
06/26/2024,06/26/2024,PAYPAL *UBER,38.98,spend,chase travel
06/26/2024,06/26/2024,PAYPAL *UBER,68.79,reimburseable,chase travel
06/26/2024,06/26/2024,PAYPAL *UBER,17.19,reimburseable,chase travel
06/26/2024,06/26/2024,PAYPAL *DISNEY PLUS,15.11,recurring,chase travel
07/03/2024,07/03/2024,OPENAI *CHATGPT SUBSCR,21.28,recurring,chase everyday
06/28/2024,06/28/2024,RAPID EXPRESS CAR WASH -,22.00,recurring,chase travel
06/26/2024,06/26/2024,PAYPAL *UBER,7.79,spend,chase travel
06/26/2024,06/26/2024,SP MARCELOGARCIASTOR,50.00,spend,chase travel
06/25/2024,06/25/2024,MARCELO GARCIA BRAZILIAN,50.00,spend,chase travel
06/24/2024,06/24/2024,H-E-B ONLINE #108,78.88,groceries,chase travel
06/23/2024,06/23/2024,SANTIKOS PALLADIUM-WEB/AP,-93.84,spend,chase travel
06/23/2024,06/23/2024,SANTIKOS PALLADIUM-WEB/AP,93.84,spend,chase travel
06/23/2024,06/23/2024,4 SEASONS YOGURT - OLD,21.26,spend,chase travel
06/23/2024,06/23/2024,NEW YORK GYRO KING INC,33.63,spend,chase travel
07/23/2024,07/23/2024,"Amazon.com*RJ8L006O2  
 Pay Over Time eligible",287.82,groceries,
07/23/2024,07/23/2024,Whole Foods VND 10444,50.12,groceries,
06/23/2024,06/23/2024,WHOLEFDS VND #10444,4.33,spend,chase travel
06/21/2024,06/21/2024,SUNI BLINGOZ,53.10,spend,chase travel
,,,,,
06/20/2024,06/20/2024,GOOGLE *Round Tower,3.24,spend,chase travel
07/07/2024,07/07/2024,"SHERATON GRD SEATTLE  
 Pay Over Time eligible",536.85,travel,chase travel
07/07/2024,07/07/2024,ALASKA AIR,35.00,travel,chase travel
07/07/2024,07/07/2024,ALASKA AIR,35.00,travel,chase travel
07/07/2024,07/07/2024,ARCO#82941ARCO #07189,38.66,gas,chase travel
07/07/2024,07/07/2024,Spotify USA,21.64,recurring,chase everyday
07/10/2024,07/10/2024,PLAN FEE - AIRBNB HM4EHF,27.37,spend,chase travel
07/10/2024,07/10/2024,PLAN FEE - ALASKA AIR 02,6.70,spend,chase travel
07/10/2024,07/10/2024,PLAN FEE - ALASKA AIR 02,6.70,spend,chase travel
07/10/2024,07/10/2024,PLAN FEE - ALASKA AIR 02,6.70,spend,chase travel
07/10/2024,07/10/2024,PLAN FEE - ALASKA AIR 02,6.70,spend,chase travel
07/09/2024,07/09/2024,H-E-B #621,3.48,groceries,chase travel
07/09/2024,07/09/2024,H-E-B #621,98.90,groceries,chase travel
06/20/2024,06/20/2024,SQ *BAKERY LORRAINE AT BO,12.45,spend,chase travel
06/20/2024,06/20/2024,H-E-B #621,32.21,groceries,chase travel
07/04/2024,07/04/2024,Whole Foods BLW 10637,63.11,groceries,amazon
,,,,,
07/04/2024,07/04/2024,Audible*R70BP6QM0,16.18,recurring,chase travel
07/01/2024,07/01/2024,Prime Video Channels,5.40,recurring,chase travel
06/30/2024,06/30/2024,Whole Foods BLW 10637,57.67,groceries,chase travel
06/29/2024,06/29/2024,Whole Foods BLW 10637,13.44,groceries,amazon
06/29/2024,06/29/2024,Whole Foods BLW 10637,66.57,groceries,amazon
06/27/2024,06/27/2024,AMAZON MKTPL*RC1C20JY1,32.46,spend,chase travel
06/25/2024,06/25/2024,AMAZON PRIME*RG3EO0I42,4.10,spend,chase travel
06/25/2024,06/25/2024,"AMAZON MKTPL*RG1Z52RK2  
 Pay Over Time eligible",116.85,spend,chase travel
06/23/2024,06/23/2024,"Whole Foods VND 10444  
 Pay Over Time eligible",183.35,groceries,chase travel
06/22/2024,06/22/2024,AMAZON MKTPL*PD6M56HU3,10.81,spend,chase travel
07/05/2024,07/05/2024,MALLARD ICE CREAM,23.05,spend,chase travel
07/06/2024,07/06/2024,STARBUCKS STORE 03298,16.61,spend,chase travel
07/08/2024,07/08/2024,"H-E-B ONLINE #108  
 Pay Over Time eligible",147.04,groceries,chase travel
07/07/2024,07/07/2024,"COSA - SAT AIRPORT PARKIN  
 Pay Over Time eligible",144.00,travel,chase travel
07/07/2024,07/07/2024,PIKE&PINE ST2275,55.00,spend,chase travel
07/07/2024,07/07/2024,"AVIS RENT-A-CAR  
 Pay Over Time eligible",227.94,travel,chase travel
07/09/2024,07/09/2024,PAYPAL *UBER,-4.39,reimburseable,chase travel
07/09/2024,07/09/2024,PAYPAL *UBER,-4.85,reimburseable,chase travel
07/09/2024,07/09/2024,PAYPAL *UBER,-21.99,reimburseable,chase travel
07/09/2024,07/09/2024,PAYPAL *UBER,-24.27,reimburseable,chase travel
07/09/2024,07/09/2024,PAYPAL *UBER,-17.19,reimburseable,chase travel
07/09/2024,07/09/2024,PAYPAL *UBER,-68.79,reimburseable,chase travel
07/15/2024,07/15/2024,"BUTCHERBOX  
 Pay Over Time eligible",169.00,groceries,chase travel
07/15/2024,07/15/2024,PAYPAL *GRUBHUBFOOD PANDA,9.76,spend,chase travel
07/13/2024,07/13/2024,STARBUCKS STORE 49766,5.28,spend,chase travel
07/12/2024,07/12/2024,FWB FAIRVIEW,13.37,spend,chase travel
07/12/2024,07/12/2024,H-E-B #621,84.37,groceries,chase travel
07/12/2024,07/12/2024,SQ *MERIT LEON SPRINGS,13.00,spend,chase travel
07/11/2024,07/11/2024,THE RILL,80.50,spend,chase travel
07/11/2024,07/11/2024,TST* BREVITY 1 - HUEBNER,4.93,spend,chase travel
07/11/2024,07/11/2024,HOTEL EMMA FOOD AND BE,5.50,spend,chase travel
07/11/2024,07/11/2024,CIRCLE K #2741084,4.47,spend,chase travel
07/11/2024,07/11/2024,CIRCLE K #2741058,6.59,spend,chase travel
07/11/2024,07/11/2024,TST* HOWDY CHILD,14.79,spend,chase travel
07/11/2024,07/11/2024,LAZ PARKING ECOMMERCE,3.56,spend,chase travel
07/11/2024,07/11/2024,LS BOERNE EPICURE,28.15,spend,chase travel
07/11/2024,07/11/2024,"VISTA HEALING CENTER  
 Pay Over Time eligible",160.00,spend,chase travel
07/11/2024,07/11/2024,VISTA HEALING CENTER,53.00,spend,chase travel
07/11/2024,07/11/2024,"CIRCLE K #2741058  
 Pay Over Time eligible",103.03,gas,chase travel
07/12/2024,07/12/2024,APPLE.COM/BILL,9.99,recurring,chase everyday
07/14/2024,07/14/2024,Amazon.com*RY79N9KI1,15.14,spend,amazon
07/12/2024,07/12/2024,AMAZON MKTPL*RY1XM9VB1,14.06,groceries,amazon
07/16/2024,07/16/2024,"H-E-B ONLINE #108  
 Pay Over Time eligible",241.72,groceries,chase travel
07/15/2024,07/15/2024,AMC 0751 BOERNE 11,17.50,spend,
,,,,,
,,,,,
07/14/2024,07/14/2024,"TST* SILO 1604  
 Pay Over Time eligible",135.42,spend,chase travel
07/14/2024,07/14/2024,BARNES & NOBLE #2927,8.93,spend,chase travel
07/14/2024,07/14/2024,"BARNES & NOBLE #2927  
 Pay Over Time eligible",102.26,spend,chase travel
07/17/2024,07/17/2024,GOOGLE *FI PZ6H83,84.30,recurring,chase travel
07/17/2024,07/17/2024,SA BOTANICAL GARD,8.10,spend,chase travel
07/17/2024,07/17/2024,LADDERLIFE INSURANCE,72.28,recurring,chase travel
07/24/2024,07/24/2024,WAL-MART #1126,8.84,spend,
,,,,,
07/24/2024,07/24/2024,KIDS EMPIRE PARK NORTH,49.58,spend,
07/24/2024,07/24/2024,"PAYPAL *WALMART COM  
 Pay Over Time eligible",160.11,gifts,
07/23/2024,07/23/2024,CHICK-FIL-A #04212,7.99,spend,
07/23/2024,07/23/2024,"New Balance  
 Pay Over Time eligible",151.54,spend,
07/23/2024,07/23/2024,SQ *EARLY BIRD COFFEE,4.87,spend,
07/23/2024,07/23/2024,WWW.SAMUSICMASTERS.COM,70.00,recurring,
,,,,,
07/22/2024,07/22/2024,ME-SAN ANTONIO W-MICROS,28.92,spend,
07/22/2024,07/22/2024,WWW.SAMUSICMASTERS.COM,70.00,recurring,
07/21/2024,07/21/2024,AMK FROST BANK CENTER,43.26,spend,
